ID,sentence,verb1,verbType1,verb2,verbType2,verb3,verbType3,verb4,verbType4
39955,船は出ていった。,出て,participle,,,,,,
39956,天気予報は明日は雨だと言っています。,言って,participle,います,polite,,,,
39958,僕は彼女と一緒に歩いている。,歩いて,participle,いる,dict,,,,
39959,彼女は彼のアイディアを借りた。,借りた,past,,,,,,
39960,彼は２冊の本を著している。,著して,participle,いる,dict,,,,
39961,その少女は大きな犬を見て泣き出した。,見て,participle,,,,,,
39962,いい考えが頭に浮かんだ。,浮かんだ,past,,,,,,
39963,つい最近までそのことを知らなかった。,知らなかった,negative-past,,,,,,
39964,先生は驚いているようだった。,驚いて,participle,,,,,,
39965,私達は遠くに船を見つけた。,見つけた,past,,,,,,
39966,最終の列車にちょうど間に合った。,間に合った,past,,,,,,
39968,さっさと行ったほうがいい。,行った,past,,,,,,
39969,彼の行動に私は、困惑した。,した,past,,,,,,
39970,私の名前を聞いたとき思わず返事をした。,聞いた,past,した,past,,,,
39971,私には手紙を書くためのペンがない。,書く,dict,,,,,,
39972,彼は彼女の話が本当かどうか疑った。,疑った,past,,,,,,
39973,連絡してくださいね。,して,participle,,,,,,
39974,事業中はほかの人に話し掛けてはいけません。,いけません,negative-polite,,,,,,
39976,交通規則に従わなければならない。,従わなければ,negative-provisional-conditional,ならない,negative,,,,
39978,私は野球、テニス、バレーボールなどをすることができます。,する,dict,,,,,,
39979,彼は彼女のことをかんかんに怒っている。,怒って,participle,いる,dict,,,,
39980,その問題を解くのは難しいとわかった。,わかった,past,,,,,,
39981,今日の午後やっと彼を捕らえた。,捕らえた,past,,,,,,
39982,私たちは以前始めたことを成し遂げることができた。,始めた,past,,,,,,
39983,道案内して頂き、ありがとうございます。,して,participle,,,,,,
39984,そうですね、テレビを見たりしますね。,見,nominal,します,polite,,,,
39985,ボブはそのことについてじっと考えた。,ついて,participle,考えた,past,,,,
39986,私達の学校は全焼した。,した,past,,,,,,
39987,彼についてあなたに話しましょう。,ついて,participle,話しましょう,volitional-polite,,,,
39989,何か弁解する事があるか。,する,dict,ある,dict,,,,
39990,そんなに強くぶたないで。,ぶたないで,negative-participle,,,,,,
39991,私は何としても酒を止めるつもりです。,止める,dict,,,,,,
39993,昨日、私は道を歩いていて事故をみかけた。,歩いて,participle,いて,participle,,,,
39995,アメリカでは、どの町にも図書館がある。,ある,dict,,,,,,
39996,私は彼女のことは知らない。,知らない,negative,,,,,,
39997,そのソファーに座るな。,座る,dict,,,,,,
39999,彼はいえを手放さなければならなかった。,手放さなければ,negative-provisional-conditional,ならなかった,negative-past,,,,
40001,彼女は若さを十分に持っている。,持って,participle,いる,dict,,,,
40002,私の靴は修理する必要がある。,する,dict,ある,dict,,,,
40004,母は衣服にたくさんのお金を使う。,使う,dict,,,,,,
40006,彼は大学に進学すればよかったのに。,すれば,provisional-conditional,,,,,,
40009,彼はインフルエンザにかかっている。,かかって,participle,いる,dict,,,,
40010,列車は町に近づいた。,近づいた,past,,,,,,
40011,彼は私の顔を見て説明を求めた。,見て,participle,求めた,past,,,,
40012,私を夕食へ招待してくれるとは彼は親切だ。,して,participle,くれる,dict,,,,
40013,この食べ物は私の体に合わない。,合わない,negative,,,,,,
40014,私はあなたはもっとたくさん食べる必要があると思う。,食べる,dict,ある,dict,思う,dict,,
40015,生徒たちは物語が難しすぎると言った。,すぎる,dict,言った,past,,,,
40018,彼はそう考えていたようだった。,考えて,participle,,,,,,
40019,このカメラには関税がかかります。,かかります,polite,,,,,,
40020,私は彼に前にあったことを覚えている。,覚えて,participle,いる,dict,,,,
40021,私は本の代金５ドルを払った。,払った,past,,,,,,
40023,彼は、英語だけでなくタイ語も話せます。,話せます,polite,,,,,,
40024,彼女はクラスメートと結婚した。,した,past,,,,,,
40026,私は子供がいません。,いません,negative-polite,,,,,,
40028,彼はたいていうたた寝をしている。,して,participle,いる,dict,,,,
40031,君の学校には何人の生徒がいますか。,います,polite,,,,,,
40032,あなたとは気が合うわ。,合う,dict,,,,,,
40035,このいえは貸し家である。,ある,dict,,,,,,
40038,私はそこで何人かの文通友達ができた。,できた,past,,,,,,
40040,私は忠告をしようと彼女を訪ねた。,しよう,volitional,訪ねた,past,,,,
40041,これが私がずっと探していた帽子です。,探して,participle,いた,past,,,,
40042,私には君よりほかに友達がいない。,いない,negative,,,,,,
40044,私は姉に相談した。,した,past,,,,,,
40045,彼はテスト前は、午前２時まで勉強した。,した,past,,,,,,
40047,もっとのちにそのことを説明します。,します,polite,,,,,,
40048,言ったことを実行に移すのは難しい。,言った,past,,,,,,
40049,彼は空想の世界に生きている。,生きて,participle,いる,dict,,,,
40050,前よりずーっと良くなっていますよ。,なって,participle,います,polite,,,,
40052,あなたは来るにはおよばない。,来る,dict,およばない,negative,,,,
40055,お父さんは私に良い席を見つけてくれた。,見つけて,participle,くれた,past,,,,
40056,誰か助けをよこしてください。,よこして,participle,,,,,,
40058,彼はためた金を全部銀行に預けている。,ためた,past,預けて,participle,いる,dict,,
40060,私に一回だけ言わせてくれ。,言わせて,causative-participle,くれ,nominal,,,,
40062,私は彼女から数冊の本をもらった。,もらった,past,,,,,,
40064,彼のところへ行くたびに彼は勉強していた。,して,participle,いた,past,,,,
40066,彼はその仕事には慣れている。,慣れて,participle,いる,dict,,,,
40068,彼女は自分の美しさが見えていない。,見えて,participle,いない,negative,,,,
40069,ある女の子から電話がかかってきた。,かかって,participle,きた,past,,,,
40070,彼女はその結果をみて喜んだ。,みて,participle,喜んだ,past,,,,
40071,私は７時に帰る。,帰る,dict,,,,,,
40072,彼女は自分の奇妙な経験を語った。,語った,past,,,,,,
40073,胃薬を持ってきてください。,持って,participle,きて,participle,,,,
40074,ええ、昨日行ったわ。,行った,past,,,,,,
40075,急ぎなさいさもないと学校に遅れますよ。,遅れます,polite,,,,,,
40076,あの銀行は、一週間前に強盗に入られた。,入られた,passive-past,,,,,,
40077,部下は彼のあとに続いた。,続いた,past,,,,,,
40078,私は電車の中で読む本がほしい。,読む,dict,,,,,,
40080,彼女がパリに立った日は雨だった。,立った,past,,,,,,
40084,今日は、ここまでにしておこう。,して,participle,おこう,volitional,,,,
40087,彼は年の割には老けて見える。,老けて,participle,見える,dict,,,,
40089,ご親切は十分わかっております。,わかって,participle,おります,polite,,,,
40091,最初、私は独りで泳げなかった。,泳げなかった,negative-past,,,,,,
40092,３０分おきに出ます。,出ます,polite,,,,,,
40094,彼なら私よりそれをうまくやれる。,やれる,dict,,,,,,
40096,英語を学ぶ事は若者にとって重要だ。,学ぶ,dict,とって,participle,,,,
40097,彼は外国へ行こうと決心した。,行こう,volitional,した,past,,,,
40098,彼は風呂に入り、テレビをつけた。,入り,nominal,つけた,past,,,,
40099,駅で私を降ろしてください。,降ろして,participle,,,,,,
40101,旅行の間、母が犬の面倒を見てくれた。,見て,participle,くれた,past,,,,
40103,そういう人は必ず失敗する。,いう,dict,する,dict,,,,
40104,この川の１キロほど上に橋がある。,ある,dict,,,,,,
40106,事故というのは起こるものだ。,起こる,dict,,,,,,
40107,私はあの連中からは金を借りない。,借りない,negative,,,,,,
40108,みんなで私をのけ者にした。,した,past,,,,,,
40109,自分を恥ずかしいと思うことはないよ。,思う,dict,,,,,,
40110,僕は寝坊して学校に遅刻した。,して,participle,した,past,,,,
40114,暇なときはいつでも遊びに来て下さい。,遊び,nominal,来て,participle,,,,
40115,彼女はとても行きたがっている。,いる,dict,,,,,,
40118,おじは私にプレゼントをくれた。,くれた,past,,,,,,
40120,私はその写真を見ました。,見ました,past-polite,,,,,,
40121,誰かきてくれ。,きて,participle,くれ,nominal,,,,
40122,何が起こるか予測することはできない。,起こる,dict,する,dict,できない,negative,,
40123,時間がなくて、最終バスに間に合わない。,間に合わない,negative,,,,,,
40125,警察はその男が銀行に入るのを見つけた。,見つけた,past,,,,,,
40127,どうして髪を乾かしているの。,乾かして,participle,,,,,,
40129,死はすべての人に訪れる。,訪れる,dict,,,,,,
40130,彼女は年をとってきている。,とって,participle,きて,participle,いる,dict,,
40132,すいか買った？,買った,past,,,,,,
40133,その問題について彼と相談した。,ついて,participle,した,past,,,,
40136,彼女は質問をするために手を上げた。,上げた,past,,,,,,
40138,水以外何も見えない。,見えない,negative,,,,,,
40140,君が来たのだから、始めた方がよかろう。,始めた,past,,,,,,
40144,誰も彼にお辞儀をしなかった。,しなかった,negative-past,,,,,,
40146,ただちょっとあなたの声が聞きたかった。,聞きたかった,wish-past,,,,,,
40147,私は決してあなた失望させません。,させません,causative-negative-polite,,,,,,
40148,ここで日なたに座っているが、まだ寒い。,座って,participle,,,,,,
40149,誰か彼の成功の秘密を知っていますか。,知って,participle,います,polite,,,,
40150,彼の説明は満足行くものではなかった。,行く,dict,,,,,,
40151,私は今日東京にいます。,います,polite,,,,,,
40152,多くの聴衆がいた。,いた,past,,,,,,
40158,彼の説明は、決して満足のいくものではない。,いく,dict,,,,,,
40159,彼はすぐ怒る。,怒る,dict,,,,,,
40161,彼女はそのドレスに目をとめた。,とめた,past,,,,,,
40162,私は彼に返事をする義務があった。,する,dict,,,,,,
40163,彼は帰国を命じられた。,命じられた,passive-past,,,,,,
40164,彼女は動物に関する本を書いた。,関する,dict,書いた,past,,,,
40166,彼らの結婚生活は幸福で満たされていた。,満たされて,passive-participle,いた,past,,,,
40168,あなたは中野先生が何歳か知っていますか。,知って,participle,います,polite,,,,
40169,アメリカでは何語が話されていますか。,話されて,passive-participle,います,polite,,,,
40170,箱の中の卵はみな割れていた。,割れて,participle,いた,past,,,,
40173,メアリーと私はもう何年も前からの知り合いである。,ある,dict,,,,,,
40176,僕は彼ほど早く走る事ができない。,走る,dict,,,,,,
40179,ご予約はいただいていますか。,いただいて,participle,います,polite,,,,
40180,あなたの現住所を私に言って下さいますか。,言って,participle,,,,,,
40182,少女が次々に入ってきた。,入って,participle,きた,past,,,,
40184,彼は明日私を訪ねてくるでしょうか。,訪ねて,participle,,,,,,
40185,君は友達には忠実でなければならない。,ならない,negative,,,,,,
40186,本を書いたことがありますか。,書いた,past,,,,,,
40187,駅へ行く道を教えていただけませんか。,行く,dict,教えて,participle,いただけません,negative-polite,,
40188,彼は歴史小説を読んでいるだろう。,読んで,participle,,,,,,
40189,あなたは将来に備えたほうがよい。,備えた,past,,,,,,
40190,コーヒーを１杯入れて下さい。,入れて,participle,,,,,,
40191,彼女は普通８時間眠ります。,眠ります,polite,,,,,,
40192,両親だけでなく姉も私の意見に反対である。,ある,dict,,,,,,
40193,私達は口で食べる。,食べる,dict,,,,,,
40194,少しの間、休んでもよろしいですか。,休んで,participle,,,,,,
40195,それを見て彼は立ち上がった。,見て,participle,,,,,,
40199,お名前を聞いてもいいですか。,聞いて,participle,,,,,,
40200,君はその意味が容易に理解できますか。,できます,polite,,,,,,
40201,彼は海の方へ歩いていきました。,歩いて,participle,いきました,past-polite,,,,
40202,今の彼は１０年前の彼とは全く違う。,違う,dict,,,,,,
40203,彼女は絵を見ました。,見ました,past-polite,,,,,,
40206,彼は馬を急がせた。,急がせた,causative-past,,,,,,
40207,あなたはこの通りに駐車させてはいけない。,させて,causative-participle,いけない,negative,,,,
40208,彼はお金のために働いている。,働いて,participle,いる,dict,,,,
40209,眠っている赤ちゃんを見るのは楽しい。,眠って,participle,いる,dict,,,,
40210,外国へ行ったことがありますか。,行った,past,,,,,,
40211,車はそこに行く途中で故障した。,行く,dict,した,past,,,,
40216,もう一杯お茶をいただきませんか。,いただきません,negative-polite,,,,,,
40218,私は１時に寝た。,寝た,past,,,,,,
40219,ちょっと、どこへ行くの。,行く,dict,,,,,,
40220,君の自転車は私のと似ている。,似て,participle,いる,dict,,,,
40221,父は私の壊れた自転車を修理している。,壊れた,past,して,participle,いる,dict,,
40223,彼女とはたいてい意見が一致する。,する,dict,,,,,,
40225,良くやっているよ。,やって,participle,いる,dict,,,,
40228,お年寄りはとてもはやく起きる。,起きる,dict,,,,,,
40229,このような本を読んではだめだ。,読んで,participle,,,,,,
40230,私はどこにも行きたくない。,行きたく,wish-nominal,,,,,,
40232,ビールをあまり飲まないで。,飲まないで,negative-participle,,,,,,
40234,私は、普通外食しています。,して,participle,います,polite,,,,
40235,トムは明日本校へ来る。,来る,dict,,,,,,
40237,彼女は必死になって走った。,なって,participle,走った,past,,,,
40238,ジョンは月に一度両親に手紙を書く。,書く,dict,,,,,,
40240,彼女は彼につらくあたる。,あたる,dict,,,,,,
40241,牛乳が悪くなった。,なった,past,,,,,,
40242,すみません火を貸してもらえますか。,すみません,negative-polite,貸して,participle,もらえます,polite,,
40243,今までのところ半分だけ終わりました。,終わりました,past-polite,,,,,,
40245,彼女はわたしのすることをいつも知りたがる。,する,dict,,,,,,
40249,この薬を飲めば風邪は直るよ。,飲めば,provisional-conditional,直る,dict,,,,
40250,彼は有名な歌手になりました。,なりました,past-polite,,,,,,
40251,どうか、私をほっておいてください。,ほって,participle,おいて,participle,,,,
40253,君はタクシーに乗る必要はなかったのに。,乗る,dict,,,,,,
40254,銀行へ行く道を教えて下さい。,行く,dict,教えて,participle,,,,
40255,少しは良くなりましたか。,なりました,past-polite,,,,,,
40256,わたしはそこへ行きたかった。,行きたかった,wish-past,,,,,,
40257,今夜、パーティーを開きます。,開きます,polite,,,,,,
40258,私は技師になるつもりです。,なる,dict,,,,,,
40259,彼はどこへ行くところでしたか。,行く,dict,,,,,,
40260,彼は今どこで走っていますか。,走って,participle,います,polite,,,,
40263,今は、宿題をしないといけない。,いけない,negative,,,,,,
40264,メアリーは鏡で自分を見た。,見た,past,,,,,,
40265,もう７日間も、雨が降り続いています。,います,polite,,,,,,
40266,彼女はとても嬉しそうに見える。,見える,dict,,,,,,
40268,私に間違いの責任がある。,ある,dict,,,,,,
40269,彼はその仕事に適している。,適して,participle,いる,dict,,,,
40270,父はその店を経営している。,して,participle,いる,dict,,,,
40271,父は私に車をあらわせた。,あらわせた,past,,,,,,
40274,彼は公園に行って、そこで一休みした。,行って,participle,,,,,,
40275,彼女は本当に愛敬がある。,ある,dict,,,,,,
40277,今度の赤ちゃんのお名前、決まりましたか。,決まりました,past-polite,,,,,,
40279,行かなくてはいけません。,いけません,negative-polite,,,,,,
40280,僕たちは叔父の家に泊まっています。,泊まって,participle,います,polite,,,,
40281,私は食事をしながら本を読みました。,読みました,past-polite,,,,,,
40282,それがどんなものやら皆目見当がつかない。,つかない,negative,,,,,,
40283,こんな風に、彼は私を扱った。,扱った,past,,,,,,
40285,それは今問題になっている点とは違う。,なって,participle,いる,dict,違う,dict,,
40287,彼女は何をするにも慎重であった。,する,dict,,,,,,
40288,彼は商用で上京した。,した,past,,,,,,
40289,私は家の中にいる。,いる,dict,,,,,,
40291,私たちは全員彼女の結婚式に出ていました。,出て,participle,いました,past-polite,,,,
40293,生の魚を食べた事がありますか。,食べた,past,,,,,,
40294,いいかげんにしてくれよ忙しいから。,して,participle,,,,,,
40295,一人でこの机を動かせますか。,動かせます,causative-polite,,,,,,
40298,どんなに富んでも彼は決して満足しない。,富んで,participle,しない,negative,,,,
40299,それをどこで買ったか覚えてない。,買った,past,,,,,,
40300,私は彼女と電話で話した。,話した,past,,,,,,
40301,トニーの目に川と古い橋が見えました。,見えました,past-polite,,,,,,
40302,君が捜していたズバリそのものを見つけました。,捜して,participle,いた,past,見つけました,past-polite,,
40303,彼女はきっと成功する。,する,dict,,,,,,
40304,昼食は持ってこなくてもよい。,持って,participle,,,,,,
40305,あなたは少しも眠れないことがある。,眠れない,negative,ある,dict,,,,
40307,何か食べるものがほしい。,食べる,dict,,,,,,
40309,彼はその学生が気に入っているらしい。,入って,participle,,,,,,
40312,通りには人影は見られなかった。,見られなかった,passive-negative-past,,,,,,
40314,彼女はこの本を私に送った。,送った,past,,,,,,
40315,パーティーの準備は兄が全部やってくれた。,やって,participle,くれた,past,,,,
40316,私はその計画を実行したい。,したい,wish,,,,,,
40317,彼は毎朝散歩すると言った。,する,dict,言った,past,,,,
40318,私は学校で美術を勉強しています。,して,participle,います,polite,,,,
40319,彼はその村に行く途中で道に迷った。,行く,dict,迷った,past,,,,
40320,公園にはほとんど人がいなかった。,いなかった,negative-past,,,,,,
40322,わたしはあなたの言うことが理解できる。,言う,dict,できる,dict,,,,
40323,私はその男をじっと見た。,見た,past,,,,,,
40324,私は東京の郊外に住んでいる。,住んで,participle,いる,dict,,,,
40325,おそれることは何もない。,おそれる,dict,,,,,,
40326,彼女は歩きながら歌った。,歌った,past,,,,,,
40330,そう言ってくださってありがとう。,言って,participle,,,,,,
40331,メアリーは日本に行くためにお金を貯めている。,貯めて,participle,いる,dict,,,,
40334,彼は誰に対してもあけっぴろげだ。,対して,participle,,,,,,
40337,彼は丘を下って行った。,下って,participle,行った,past,,,,
40339,すみません、不在のようです。,すみません,negative-polite,,,,,,
40340,彼女はわたしとならんで座った。,ならんで,participle,座った,past,,,,
40341,当たって砕けろ。,当たって,participle,砕けろ,imperative,,,,
40342,妹がうまれた日のことはよくおぼえています。,うまれた,past,おぼえて,participle,います,polite,,
40343,もっと本を読もうと誓いました。,読もう,volitional,誓いました,past-polite,,,,
40344,もっと注意すればよかったのに。,すれば,provisional-conditional,,,,,,
40345,私たちは休暇の計画を立てています。,立てて,participle,います,polite,,,,
40346,私の腕時計は１０分も進んでいる。,進んで,participle,いる,dict,,,,
40347,私は銀行で働いていました。,働いて,participle,いました,past-polite,,,,
40348,彼がどこに住んでいるか知らない。,住んで,participle,いる,dict,知らない,negative,,
40352,ここにいて彼を待って下さい。,いて,participle,待って,participle,,,,
40353,その計画を支持しないことに決めた。,しない,negative,決めた,past,,,,
40354,りんごはいくつ入っている？,入って,participle,いる,dict,,,,
40356,私はタバコをやめたいとおもっている。,やめたい,wish,おもって,participle,いる,dict,,
40357,朝食を取る時間がほとんどない。,取る,dict,,,,,,
40360,あなたは彼らを知っていますか。,知って,participle,います,polite,,,,
40361,大学生として通用します。,します,polite,,,,,,
40363,この本には何が書いてあるのですか。,書いて,participle,,,,,,
40364,先週、私は少し本を読んだ。,読んだ,past,,,,,,
40365,彼は彼らにすべてをしゃべらされた。,しゃべらされた,passive-past,,,,,,
40366,彼はしばしば自動車で図書館へいく。,いく,dict,,,,,,
40367,彼は叔父の残したお金で大学を卒業した。,残した,past,した,past,,,,
40368,彼女はユーモアがわかる。,わかる,dict,,,,,,
40369,ちょっとそれを見せてくれませんか。,見せて,participle,くれません,negative-polite,,,,
40370,いつ何時戦争が起こるかもしれない。,起こる,dict,しれない,negative,,,,
40372,痛くないようにしてください。,して,participle,,,,,,
40373,数日留守にします。,します,polite,,,,,,
40374,彼の計画は実行不可能のように思われる。,思われる,passive,,,,,,
40375,自分の部屋は出来るだけきちんとしておきなさい。,出来る,dict,,,,,,
40376,私の代わりに彼がその会合に出席した。,した,past,,,,,,
40379,おととい彼はロンドンへ出発した。,した,past,,,,,,
40380,彼女はいつもよく働く。,働く,dict,,,,,,
40381,そんな事を言うとは君は大胆だ。,言う,dict,,,,,,
40382,明日は学校に遅れるな。,遅れる,dict,,,,,,
40383,学生たちは先生の言ったことをもらさず書き留めた。,言った,past,,,,,,
40384,その問題は私にはわからなかった。,わからなかった,negative-past,,,,,,
40385,長い休暇を取る余裕がない。,取る,dict,,,,,,
40386,彼女は私たちにプレゼントをくれました。,くれました,past-polite,,,,,,
40388,彼らはきっと恋におちる。,おちる,dict,,,,,,
40389,彼等は新しい家へ引っ越した。,引っ越した,past,,,,,,
40391,あなたの新しい住所を教えてください。,教えて,participle,,,,,,
40392,コーヒーはミルクをたくさん入れて下さい。,入れて,participle,,,,,,
40393,私は成功を確信している。,して,participle,いる,dict,,,,
40394,私はテレビを見たい。,見たい,wish,,,,,,
40396,いい具合に彼に会った。,会った,past,,,,,,
40397,ともかく会いましょう。,会いましょう,volitional-polite,,,,,,
40398,この本は僕には理解できない。,できない,negative,,,,,,
40399,私はアメリカへ行きたいものだ。,行きたい,wish,,,,,,
40402,そのバスに遅れた。,遅れた,past,,,,,,
40403,私はありとあらゆる方法をやってみました。,やって,participle,みました,past-polite,,,,
40404,彼は新しい小説に取り組んでいる。,いる,dict,,,,,,
40406,私たちは全く偶然に再会した。,した,past,,,,,,
40407,彼の学校は高い丘の上に立っている。,立って,participle,いる,dict,,,,
40408,彼は歩くつもりだ。,歩く,dict,,,,,,
40411,海岸を散歩してみませんか。,して,participle,みません,negative-polite,,,,
40412,彼女風邪で休んでいますよ。,休んで,participle,います,polite,,,,
40414,私たちは海で泳いだ。,泳いだ,past,,,,,,
40415,夕食の用意が出来ました。,出来ました,past-polite,,,,,,
40416,子供達は歌を歌いながらどんどん歩いていた。,歩いて,participle,いた,past,,,,
40417,彼は収入以上の生活をしている。,して,participle,いる,dict,,,,
40418,私たちはアメリカに住んでもう１０年になる。,住んで,participle,なる,dict,,,,
40419,彼の提案などまるで問題にならない。,ならない,negative,,,,,,
40423,ここの気候は私には合わない。,合わない,negative,,,,,,
40424,彼に会う機会を見送った。,会う,dict,,,,,,
40426,我々は勝つだろうと言った。,言った,past,,,,,,
40427,生きることは苦しむこと。,生きる,dict,苦しむ,dict,,,,
40429,雪は解けてしまっている。,解けて,participle,しまって,participle,いる,dict,,
40430,ここにどのくらい滞在する予定ですか。,する,dict,,,,,,
40431,私は毎日およそ二時間勉強する。,する,dict,,,,,,
40434,彼が病気であることは本当だ。,ある,dict,,,,,,
40435,駅へ行く道を教えてください。,行く,dict,教えて,participle,,,,
40436,君は彼に謝礼をすると言った。,する,dict,言った,past,,,,
40438,突然、音がしたので、彼は話をやめた。,やめた,past,,,,,,
40440,彼はその知らせに動揺した。,した,past,,,,,,
40441,この家に愛着を感じている。,感じて,participle,いる,dict,,,,
40442,私達は自由貿易には反対である。,ある,dict,,,,,,
40444,私は病気で会合に行けなかった。,行けなかった,negative-past,,,,,,
40447,私の父は５月に４５歳になります。,なります,polite,,,,,,
40451,出かけるよりもじっとしていたい。,いたい,wish,,,,,,
40452,私たちはいつも彼を軽蔑した。,した,past,,,,,,
40453,別れる時がやって来た。,別れる,dict,やって,participle,来た,past,,
40454,私は留学したい。,したい,wish,,,,,,
40456,このオートバイがいくらか、私は知りません。,知りません,negative-polite,,,,,,
40457,彼女はフランス人かもしれない。,しれない,negative,,,,,,
40458,私達は遊ぶために公園へ行った。,行った,past,,,,,,
40459,彼は親切にも自分の席をその老人にゆずった。,ゆずった,past,,,,,,
40460,彼はあなたに何か言いましたか。,言いました,past-polite,,,,,,
40461,英語を話すのはやさしいとわかった。,わかった,past,,,,,,
40462,一人の小さな男の子が道を横切っている。,横切って,participle,いる,dict,,,,
40463,マクドナルドで働いている。,働いて,participle,いる,dict,,,,
40464,好きなだけいていいですよ。,いて,participle,,,,,,
40465,小銭をもっていないのですが。,もって,participle,,,,,,
40467,今手が放せません。,放せません,negative-polite,,,,,,
40468,この花は枯れかけている。,いる,dict,,,,,,
40471,医者に診てもらったのか。,診て,participle,,,,,,
40472,私はパリにいたことがあります。,いた,past,,,,,,
40473,これまで京都へ行ったことがありますか。,行った,past,,,,,,
40474,その女の子がそんなことをしたはずがない。,した,past,,,,,,
40476,彼女は声を限りに叫んだ。,叫んだ,past,,,,,,
40477,彼はたった今外出したところです。,した,past,,,,,,
40480,早く起きるほうがよい。,起きる,dict,,,,,,
40481,私の家族に会ってください。,会って,participle,,,,,,
40482,私達は彼に嘘をつき、彼を傷つけた。,つき,nominal,傷つけた,past,,,,
40483,私は叔父の家で１週間過ごした。,過ごした,past,,,,,,
40484,彼女たちはたった今下校した。,した,past,,,,,,
40486,彼は試しにドアを開けた。,開けた,past,,,,,,
40487,本当であるにはよすぎる。,ある,dict,すぎる,dict,,,,
40488,何日間も続けて雪が降った。,続けて,participle,降った,past,,,,
40489,校門は８時に開く。,開く,dict,,,,,,
40490,彼らは勝った。,勝った,past,,,,,,
40495,ちょっとそこまで散歩に出よう。,出よう,volitional,,,,,,
40496,彼はどうなったと思いますか。,なった,past,思います,polite,,,,
40497,地震はいつでも起こる可能性がある。,起こる,dict,ある,dict,,,,
40499,喜んでいただけてよかったです。,喜んで,participle,いただけて,participle,,,,
40500,彼は１時間のうちに事務所に着くはずです。,着く,dict,,,,,,
40501,ついに彼はその作り方を考え出した。,作り,nominal,,,,,,
40502,それを証明できますわ？,できます,polite,,,,,,
40503,彼女は自分の将来に不安を感じた。,感じた,past,,,,,,
40504,彼は私達には正直だとおもわれた。,おもわれた,passive-past,,,,,,
40505,あなたに頼んでもよろしいですか。,頼んで,participle,,,,,,
40506,彼はそのレストランで楽しい時を過ごした。,過ごした,past,,,,,,
40507,兄は音楽が好きである。,ある,dict,,,,,,
40508,私の兄は東京に住んでいる。,住んで,participle,いる,dict,,,,
40512,私は彼女に恋をしている。,して,participle,いる,dict,,,,
40513,あなたが今年の夏何をしたか知りたい。,した,past,知りたい,wish,,,,
40514,彼女は鏡の前に立った。,立った,past,,,,,,
40515,彼女が部屋にはいるのを見た。,見た,past,,,,,,
40518,世界には実に多くの種族がいます。,います,polite,,,,,,
40519,１時間以内に戻ってきます。,戻って,participle,きます,polite,,,,
40521,彼は私に圧力をかけた。,かけた,past,,,,,,
40523,私と一緒にちょっと散歩しませんか。,しません,negative-polite,,,,,,
40524,ニューヨークへ旅行しようよ。,しよう,volitional,,,,,,
40525,私は本を置いて明かりをつけました。,置いて,participle,つけました,past-polite,,,,
40528,誤りをおかすことを恐れてはいけません。,おかす,dict,恐れて,participle,いけません,negative-polite,,
40531,君は入ってはいけない。,入って,participle,いけない,negative,,,,
40533,私たちはいつまでも友達同士でいましょう。,いましょう,volitional-polite,,,,,,
40534,私は彼のところへたびたび足を運んだ。,運んだ,past,,,,,,
40535,彼は娘の行動に腹を立てた。,立てた,past,,,,,,
40536,ショーは後どれくらいで始まりますか。,始まります,polite,,,,,,
40538,この２つはお互いに非常に異なっている。,異なって,participle,いる,dict,,,,
40539,彼が私を訪問すると思った。,する,dict,思った,past,,,,
40540,彼は車を持っている。,持って,participle,いる,dict,,,,
40541,その仕事は大急ぎで行われた。,行われた,passive-past,,,,,,
40542,あの店では靴を売っている。,売って,participle,いる,dict,,,,
40544,彼らは何をしているのか。,して,participle,,,,,,
40545,私は彼を無理にも行かせた。,行かせた,causative-past,,,,,,
40547,この図書館には英語の本がたくさんある。,ある,dict,,,,,,
40551,彼とつきあうのは君にとってマイナスだ。,とって,participle,,,,,,
40552,残念な事に、彼女はいなかった。,いなかった,negative-past,,,,,,
40554,ペンが必要なら貸してあげよう。,貸して,participle,あげよう,volitional,,,,
40558,いい天気だから窓をあけてもいいですか。,あけて,participle,,,,,,
40560,それは誰か他の人にやらせて下さい。,やらせて,causative-participle,,,,,,
40561,父はたばこを吸う。,吸う,dict,,,,,,
40562,私は彼の話に大変感銘を受けた。,受けた,past,,,,,,
40563,私は探していた鍵を見つけた。,探して,participle,いた,past,見つけた,past,,
40564,私は自分が言ったことを謝る必要が無い。,言った,past,謝る,dict,,,,
40566,私は職場から１時間の所に住んでいる。,住んで,participle,いる,dict,,,,
40567,彼にその荷物を運んでもらおう。,運んで,participle,もらおう,volitional,,,,
40568,彼は英語とフランス語が話せる。,話せる,dict,,,,,,
40569,宿題を助けてくれて感謝しています。,助けて,participle,くれて,participle,して,participle,います,polite
40570,ぼくはその問題については全然知らない。,ついて,participle,知らない,negative,,,,
40571,彼の妻はもちろん子供たちもそのパーティーに招待された。,された,passive-past,,,,,,
40572,ここでは女の子の靴だけが売られています。,売られて,passive-participle,います,polite,,,,
40574,私たちはコーヒーを飲みながら彼を待っていた。,待って,participle,いた,past,,,,
40575,私はこのコートを安く買った。,買った,past,,,,,,
40576,次のバスは３０分後に来た。,来た,past,,,,,,
40577,ご参加お待ちしております。,おります,polite,,,,,,
40579,君が外国語を学ぶ事は重要です。,学ぶ,dict,,,,,,
